**** All Elevator Calls (time,src,dest,state,elev dt) stage 5 ****
Elevator call,15.749018245415527,0,-2,3,0, Done, dt, 27.250981754584473
Elevator call,29.795724992354963,-1,25,3,1, Done, dt, 50.20427500764504
Elevator call,30.19242759005715,-3,15,3,2, Done, dt, 40.80757240994285
Elevator call,30.71595021642338,-2,12,3,3, Done, dt, 37.28404978357662
Elevator call,36.316621751195726,34,49,3,4, Done, dt, 74.68337824880427
Elevator call,46.331069014906234,-2,5,3,0, Done, dt, 18.668930985093766
Elevator call,52.229924572991195,-1,17,3,5, Done, dt, 42.770075427008805
Elevator call,61.04837839712013,-4,37,3,6, Done, dt, 62.95162160287987
Elevator call,62.31340802643376,-4,39,3,7, Done, dt, 64.68659197356624
Elevator call,62.42923444391522,-1,41,3,8, Done, dt, 66.57076555608478
Elevator call,62.88805493560881,39,44,3,0, Done, dt, 61.11194506439119
Elevator call,66.30025923587709,0,-1,3,9, Done, dt, 26.699740764122907
Elevator call,67.07281282103918,-1,13,3,3, Done, dt, 47.92718717896082
Elevator call,67.39684559916532,-1,45,3,2, Done, dt, 135.60315440083468
Elevator call,72.32053834730914,0,33,3,2, Done, dt, 98.67946165269086
Elevator call,75.45009626287265,-4,0,3,1, Done, dt, 120.54990373712735
Elevator call,79.5386026857368,0,-1,3,1, Done, dt, 46.461397314263195
Elevator call,82.00106471150661,-2,18,3,9, Done, dt, 233.99893528849339
Elevator call,85.05084296434165,-1,41,3,2, Done, dt, 103.94915703565835
Elevator call,85.05145915275011,-3,26,3,9, Done, dt, 248.9485408472499
Elevator call,86.4092159125421,-2,0,3,9, Done, dt, 181.5907840874579
Elevator call,90.2739221800241,26,43,3,5, Done, dt, 50.7260778199759
Elevator call,97.56134129114707,0,49,3,9, Done, dt, 85.43865870885293
Elevator call,99.09729234442648,0,22,3,2, Done, dt, 50.90270765557352
Elevator call,100.09528650820425,-2,34,3,9, Done, dt, 251.90471349179575
Elevator call,104.82846934416693,0,12,3,9, Done, dt, 195.17153065583307
Elevator call,105.17810733609576,-3,42,3,9, Done, dt, 264.82189266390424
Elevator call,106.41201702717126,0,-1,3,4, Done, dt, 74.58798297282874
Elevator call,114.81417324516474,0,35,3,3, Done, dt, 68.18582675483526
Elevator call,115.21485779705449,-2,3,3,9, Done, dt, 165.7851422029455
Elevator call,132.22282787251766,27,-2,3,6, Done, dt, 59.777172127482345
Elevator call,146.35768340608342,-2,-4,3,1, Done, dt, 24.642316593916576
Elevator call,158.57843474073547,-1,0,3,7, Done, dt, 61.421565259264526
Elevator call,159.7248447389004,-1,1,3,8, Done, dt, 64.2751552610996
Elevator call,161.17660060250478,-1,42,3,5, Done, dt, 107.82339939749522
Elevator call,165.7531344344295,0,15,3,0, Done, dt, 79.24686556557049
Elevator call,176.14887504764965,0,-1,3,4, Done, dt, 26.851124952350347
Elevator call,181.45096466058635,0,14,3,1, Done, dt, 38.54903533941365
Elevator call,186.51782449175312,-1,4,3,3, Done, dt, 61.48217550824688
Elevator call,195.15148933880414,12,14,3,6, Done, dt, 36.84851066119586
Elevator call,198.24467886016964,0,18,3,4, Done, dt, 43.75532113983036
Elevator call,209.23422890304005,-1,-4,3,0, Done, dt, 285.76577109695995
Elevator call,213.83674037131436,-2,0,3,2, Done, dt, 76.16325962868564
Elevator call,215.1021415287812,-2,48,3,7, Done, dt, 96.8978584712188
Elevator call,215.59051445419368,-3,22,3,1, Done, dt, 76.40948554580632
Elevator call,221.97598265680836,0,-4,3,8, Done, dt, 27.024017343191645
Elevator call,222.5359102535349,-1,32,3,7, Done, dt, 63.464089746465106
Elevator call,224.36051008672325,-2,50,3,9, Done, dt, 447.63948991327675
Elevator call,227.04590382523793,-4,-3,3,6, Done, dt, 43.95409617476207
Elevator call,227.38691454468858,-3,0,3,1, Done, dt, 32.61308545531142
